-3.0e0 -3.0e0 1.8e1 1.8e1
-2.8461551e0 -3.0e0 1.71005966e1 1.71005966e1
-2.6923102e0 -3.0e0 1.62485306e1 1.62485306e1
-2.5384653e0 -3.0e0 1.54438095e1 1.54438095e1
-2.3846204e0 -3.0e0 1.46864151e1 1.46864151e1
-2.2307755e0 -3.0e0 1.39763596e1 1.39763596e1
-2.0769305e0 -3.0e0 1.33136383e1 1.33136383e1
-1.9230856e0 -3.0e0 1.26982559e1 1.26982559e1
-1.7692407e0 -3.0e0 1.21302155e1 1.21302155e1
-1.6153958e0 -3.0e0 1.16095047e1 1.16095047e1
-1.4615509e0 -3.0e0 1.11361313e1 1.11361313e1
-1.307706e0 -3.0e0 1.07100937e1 1.07100937e1
-1.1538611e0 -3.0e0 1.03313934e1 1.03313934e1
-1.0000162e0 -3.0e0 1.00000336e1 1.00000336e1
-8.461713e-1 -3.0e0 9.7160059e0 9.7160059e0
-6.923264e-1 -3.0e0 9.4793158e0 9.4793158e0
-5.384814e-1 -3.0e0 9.2899623e0 9.2899623e0
-3.846365e-1 -3.0e0 9.1479453e0 9.1479453e0
-2.307916e-1 -3.0e0 9.0532648e0 9.0532648e0
-7.69467e-2 -3.0e0 9.0059207e0 9.0059207e0
7.68982e-2 -3.0e0 9.0059132e0 9.0059132e0
2.307431e-1 -3.0e0 9.0532423e0 9.0532423e0
3.84588e-1 -3.0e0 9.1479079e0 9.1479079e0
5.384329e-1 -3.0e0 9.28991e0 9.28991e0
6.922778e-1 -3.0e0 9.4792487e0 9.4792487e0
8.461227e-1 -3.0e0 9.7159238e0 9.7159238e0
9.999677e-1 -3.0e0 9.9999353e0 9.9999353e0
1.1538126e0 -3.0e0 1.03312851e1 1.03312851e1
1.3076575e0 -3.0e0 1.0709967e1 1.0709967e1
1.4615024e0 -3.0e0 1.11359879e1 1.11359879e1
1.6153473e0 -3.0e0 1.16093475e1 1.16093475e1
1.7691922e0 -3.0e0 1.21300415e1 1.21300415e1
1.9230371e0 -3.0e0 1.26980743e1 1.26980743e1
2.076882e0 -3.0e0 1.33134369e1 1.33134369e1
2.230727e0 -3.0e0 1.39761414e1 1.39761414e1
2.3845718e0 -3.0e0 1.46861832e1 1.46861832e1
2.5384167e0 -3.0e0 1.54435608e1 1.54435608e1
2.6922617e0 -3.0e0 1.62482758e1 1.62482758e1
2.8461066e0 -3.0e0 1.71003189e1 1.71003189e1
2.9999515e0 -3.0e0 1.7999707e1 1.7999707e1

-3.0e0 -2.8461551e0 1.71005966e1 1.71005966e1
-2.8461551e0 -2.8461551e0 1.62011932e1 1.62011932e1
-2.6923102e0 -2.8461551e0 1.53491272e1 1.53491272e1
-2.5384653e0 -2.8461551e0 1.45444061e1 1.45444061e1
-2.3846204e0 -2.8461551e0 1.37870117e1 1.37870117e1
-2.2307755e0 -2.8461551e0 1.30769562e1 1.30769562e1
